CellID,DNA_6,ELANE,CD57,CD45,DNA_7,CD11B,SMA,CD16,DNA_8,ECAD,FOXP3,NCAM,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
2766,22107.835294117645,1476.7058823529412,183.41176470588235,2976.458823529412,12101.035294117648,1091.5529411764705,1089.270588235294,362.9529411764706,15078.023529411765,1119.4470588235295,280.91764705882355,895.3529411764706,1058.9529411764706,879.5294117647059,85,16.158394209682328,7.2848327306799225,0.8926053343617146,0.8095238095238095,0.48295454545454547,-0.42740622033593556
2767,17188.394736842107,1877.4736842105262,395.2368421052632,521.1052631578947,10334.578947368422,2196.2368421052633,1153.578947368421,843.9736842105264,13507.078947368422,1638.3684210526317,683.5,1051.4736842105262,1480.6842105263158,875.4473684210526,38,8.073328000399316,6.114900826430626,0.6529278721129841,0.8837209302325582,0.59375,0.8831183892383089
2768,20470.105263157893,1308.4736842105262,197.6184210526316,319.13157894736844,13050.276315789473,813.0657894736842,2321.407894736842,390.25,15022.105263157895,1209.6184210526317,290.3157894736842,885.5657894736842,98.01315789473684,877.9736842105264,76,12.340158741028171,7.941980413180653,0.7653719640053077,0.9047619047619048,0.7037037037037037,0.3097908309267196
2769,40325.91935483871,1703.4032258064517,227.59677419354838,2671.1290322580644,22320.90322580645,1090.258064516129,1873.983870967742,389.38709677419354,28443.8064516129,1335.6129032258063,385.01612903225805,960.3870967741935,1155.3387096774193,877.3064516129032,62,10.277198197863289,7.8663662191127806,0.643531848699999,0.96875,0.6262626262626263,-1.2447064957080387
2770,18404.173076923078,1472.4615384615386,422.15384615384613,317.84615384615387,10868.73076923077,948.0576923076923,583.7884615384615,387.5769230769231,13759.211538461539,2246.230769230769,341.28846153846155,908.3269230769231,1305.423076923077,876.8846153846154,52,9.980580183665275,6.662433429117924,0.7445742129725325,0.9122807017543859,0.7222222222222222,-0.5207747729815259
2771,14403.4609375,1968.65625,180.5,323.78515625,8604.40625,893.265625,415.73828125,374.28515625,9699.09765625,1970.51953125,257.00390625,909.11328125,144.47265625,882.57421875,256,19.888785200121795,16.491243907212287,0.5589920554188422,0.9411764705882353,0.7091412742382271,-0.9213741248691355
2772,12148.1,1446.911111111111,213.92222222222222,2023.3555555555556,6645.4,1354.5222222222221,621.3888888888889,423.74444444444447,7919.855555555556,1720.8777777777777,305.81111111111113,903.2555555555556,800.8777777777777,880.8777777777777,90,14.091317819006386,8.888260902833554,0.7759767507682503,0.7964601769911505,0.46153846153846156,-1.2590449018782028
2773,28079.525773195877,1476.8762886597938,246.24742268041237,2411.2061855670104,14999.762886597939,1071.4329896907216,915.5876288659794,397.0103092783505,18592.60824742268,1243.7525773195875,385.44329896907215,918.1340206185567,847.6701030927835,880.6701030927835,97,15.026615523070493,9.117596944114457,0.7948826639683957,0.8362068965517241,0.6928571428571428,-0.04115587378334104
2774,31911.101449275364,1492.3478260869565,271.231884057971,1944.623188405797,16860.289855072464,1100.2753623188405,811.4492753623189,396.3188405797101,20762.869565217392,1319.159420289855,373.6376811594203,918.9130434782609,906.072463768116,879.6376811594203,69,11.82489585653465,8.137524623693826,0.7255506017542571,0.8734177215189873,0.5702479338842975,-0.6656438889320009
2775,14852.820895522387,1426.3880597014925,195.07462686567163,707.7313432835821,9230.402985074626,953.4776119402985,472.95522388059703,397.2835820895522,10622.970149253732,1917.1194029850747,273.0,901.223880597015,110.74626865671642,878.6119402985074,67,10.399902360175494,8.230783416972786,0.6112612176163604,0.9305555555555556,0.7613636363636364,1.412124415709833
